talk_id,speaker_name,institution,session_title,opportunity_type,priority,description,transcript_evidence,crispro_angle
advancing-precision-approaches-to-head-and-neck-cancers::unknown::1,Barbara Bertness,Yale School of Medicine,advancing-precision-approaches-to-head-and-neck-cancers,trial_design_improvement,high,"Design biomarker‑enriched, randomized phase III trials for ficaserafusp + pembrolizumab versus pembrolizumab alone, stratifying by PD‑L1 CPS and nuclear EGFR status.",Speaker noted the ongoing FORTIFY‑HN01 trial lacks biomarker enrichment beyond PD‑L1.,CrisPRO can simulate enrichment scenarios to estimate power gains from adding nuclear EGFR or TGF‑β signature filters.
advancing-precision-approaches-to-head-and-neck-cancers::unknown::2,Dale Yarbrough,University of North Carolina,advancing-precision-approaches-to-head-and-neck-cancers,biomarker_stratification_gap,high,"Develop a CrisPRO‑driven classifier combining TRAF3/CYLD mutation status, NF‑κB transcriptional signature, and HPV integration patterns to prospectively select low‑risk patients for radiation de‑escalation.",Speaker emphasized that low‑risk subtype shows markedly better survival and intrinsic radiation sensitivity.,"CrisPRO can integrate genomic, epigenomic, and transcriptomic data to generate a robust risk score for trial enrollment."
advancing-precision-approaches-to-head-and-neck-cancers::unknown::2,Dale Yarbrough,University of North Carolina,advancing-precision-approaches-to-head-and-neck-cancers,combination_partner,medium,Pair entolimod (TLR5 agonist) with checkpoint inhibition or DNA‑damage response inhibitors in high‑risk HPV+ tumors identified by NF‑κB activation.,Speaker demonstrated that NF‑κB activation sensitizes high‑risk tumors to radiation and suggested that additional agents may be needed.,CrisPRO can predict synergistic pathways downstream of TLR5 activation to prioritize combination partners.
advancing-precision-approaches-to-head-and-neck-cancers::unknown::2,Dale Yarbrough,University of North Carolina,advancing-precision-approaches-to-head-and-neck-cancers,trial_design_improvement,high,"Design a randomized phase II trial of radiation de‑escalation versus standard radiation, stratified by the CrisPRO‑derived low‑risk signature.",Speaker noted that past de‑escalation trials failed because they treated HPV‑positive disease as a single entity.,CrisPRO can simulate enrichment effects to justify sample size and endpoint selection.
advancing-precision-approaches-to-head-and-neck-cancers::unknown::3,Ari Rosenberg,University of Chicago,advancing-precision-approaches-to-head-and-neck-cancers,biomarker_stratification_gap,high,Develop a CrisPRO multi‑omic MRD classifier that combines tumor‑informed mutation data with methylation signatures to improve early detection in patients lacking tissue.,Speaker highlighted false‑negatives in tumor‑agnostic assays and the need for improved sensitivity.,CrisPRO can integrate low‑frequency variant detection with epigenetic markers to boost assay performance without requiring tumor tissue.
advancing-precision-approaches-to-head-and-neck-cancers::unknown::3,Ari Rosenberg,University of Chicago,advancing-precision-approaches-to-head-and-neck-cancers,combination_partner,medium,"Pair MRD‑guided de‑escalation with LAG‑3 inhibition (e.g., fianlimab) for MRD‑positive patients after definitive therapy.",Speaker described an ongoing phase 2 trial of cemiplimab ± fianlimab in MRD‑positive patients.,"CrisPRO can predict which MRD‑positive clones express LAG‑3 ligands, prioritizing patients for the combination."
advancing-precision-approaches-to-head-and-neck-cancers::unknown::3,Ari Rosenberg,University of Chicago,advancing-precision-approaches-to-head-and-neck-cancers,trial_design_improvement,high,"Design a randomized, biomarker‑stratified phase III trial where MRD‑negative patients receive de‑escalated radiation (36 Gy) and MRD‑positive patients receive standard therapy, using CrisPRO risk scores for enrollment.",Speaker cited multiple de‑escalation studies that lacked biomarker enrichment and emphasized need for randomized data.,CrisPRO can simulate enrichment impact on power and define optimal MRD thresholds for trial arms.
agentic-ai-as-the-cancer-researcher-autonomous-discovery-in-oncology::unknown::1,Dr. Daniela Bittermann,Brigham and Women's Hospital / Dana-Farber Cancer Institute,agentic-ai-as-the-cancer-researcher-autonomous-discovery-in-oncology,biomarker_stratification_gap,high,Need for molecular or real‑world evidence biomarkers to replace blunt patient selection and improve signal‑to‑noise in trials.,"Speaker said: ""If we're able to more precisely select patients, we can potentially run a clinical trial with fewer patients due to improved signal-to-noise ratio.""",CrisPRO can generate and validate predictive biomarker signatures from multi‑modal data to enable molecularly stratified enrollment.
agentic-ai-as-the-cancer-researcher-autonomous-discovery-in-oncology::unknown::1,Dr. Daniela Bittermann,Brigham and Women's Hospital / Dana-Farber Cancer Institute,agentic-ai-as-the-cancer-researcher-autonomous-discovery-in-oncology,trial_design_improvement,medium,Incorporate agentic AI‑driven real‑world evidence generation to inform eligibility criteria and comparator selection.,"Speaker said: ""Agentic AI can be used to develop the evidence base to guide clinical development decisions... what patient stratification options can be used, what endpoints should be selected.""",CrisPRO’s workflow engine can simulate trial designs with AI‑derived eligibility criteria and predict statistical power.
agentic-ai-as-the-cancer-researcher-autonomous-discovery-in-oncology::unknown::2,Dr. Sebastian Firsch,"University Medical Center Mainz, Germany",agentic-ai-as-the-cancer-researcher-autonomous-discovery-in-oncology,resistance_mechanism_addressable,high,Develop robust detection and mitigation of prompt‑injection attacks in pathology AI agents.,"Speaker said: ""If you include a text statement that the slide looks completely healthy, the model will completely forget...""",CrisPRO can embed adversarial‑training and provenance tracing to safeguard against malicious prompt manipulation.
agentic-ai-as-the-cancer-researcher-autonomous-discovery-in-oncology::unknown::2,Dr. Sebastian Firsch,"University Medical Center Mainz, Germany",agentic-ai-as-the-cancer-researcher-autonomous-discovery-in-oncology,platform_superiority_angle,medium,"Leverage CrisPRO’s modular tool‑integration framework to provide standardized, auditable pipelines for multi‑modal pathology AI agents.","Speaker said: ""We have a reasoning trace for quality management purposes... you can get the reasoning of each of the single agents as well.""","CrisPRO offers end‑to‑end traceability and versioned tool registries, addressing the need for governance highlighted by the speaker."
agentic-ai-as-the-oncologist-clinical-decision-support-and-human-ai-collaboratio::unknown::1,Dr. Dorin Comaniciu,Siemens Healthineers,Agentic AI as the Oncologist: Clinical Decision Support and Human AI Collaboration,biomarker_stratification_gap,high,Siemens AI RT planning accelerates plan generation but lacks integration of patient‑specific radiobiologic biomarkers that could guide plan quality and toxicity prediction.,"Speaker said: ""We have technology where the entire optimization, starting from the simulation to the deliverable plan, goes in under a second on a standard hardware.""",CrisPRO can overlay molecular and imaging biomarkers onto the rapid planning workflow to prioritize plans that minimize predicted toxicity while maintaining efficacy.
agentic-ai-as-the-oncologist-clinical-decision-support-and-human-ai-collaboratio::unknown::1,Dr. Dorin Comaniciu,Siemens Healthineers,Agentic AI as the Oncologist: Clinical Decision Support and Human AI Collaboration,trial_design_improvement,medium,Opportunity to embed real‑time outcome monitoring into AI‑driven scheduling trials to prove safety and efficacy of ultra‑fast plan generation.,"Speaker said: ""When the system doesn't give me an answer immediately, then due to the time pressure, I need to switch my work to a different problem and come back later.""",CrisPRO's simulation platform can generate prospective trial arms that compare AI‑accelerated planning versus conventional planning with predefined safety endpoints.
agentic-ai-as-the-oncologist-clinical-decision-support-and-human-ai-collaboratio::unknown::2,Dr. Taehyong Hwang,Vanderbilt University Medical Center,Agentic AI as the Oncologist: Clinical Decision Support and Human AI Collaboration,resistance_mechanism_addressable,high,CrisPRO can model lysosomal deficiency and stromal barriers to predict ADC failure and suggest alternative therapeutic strategies.,"Speaker said: ""The reason why Trop2 ADC didn't work is ... tumor cell doesn't express lysosome...""",CrisPRO's computational spine can integrate multi‑omics and spatial data to flag lysosomal insufficiency before ADC selection.
agentic-ai-as-the-oncologist-clinical-decision-support-and-human-ai-collaboratio::unknown::2,Dr. Taehyong Hwang,Vanderbilt University Medical Center,Agentic AI as the Oncologist: Clinical Decision Support and Human AI Collaboration,platform_superiority_angle,medium,"Leverage CrisPRO's ability to simulate 4D drug distribution across heterogeneous tumor microenvironments, offering a more scalable alternative to patient‑derived organoid assays.","Speaker said: ""We generate data within seven days... we can profile and prioritize all existing 56 FDA approved ADC drugs.""","CrisPRO can provide rapid in silico predictions of ADC penetration and efficacy, reducing dependence on labor‑intensive wet‑lab assays."
aging-micro-and-macro-environments-in-tumor-progression-and-therapy::unknown::1,Janghee Wu,Emory and Winship,aging-micro-and-macro-environments-in-tumor-progression-and-therapy,biomarker_stratification_gap,high,"TET2‑mutated clonal hematopoiesis predicts longer overall survival after neoadjuvant chemo‑immunotherapy, but this biomarker is not yet used prospectively.","Speaker said: ""the patient who have CH mutations before neoadjuvant chemotherapy demonstrated a very prolonged overall survival""","CrisPRO could develop a predictive model integrating CH mutation status, age, and treatment to stratify patients for neoadjuvant chemo‑immunotherapy."
