talk_id,speaker_name,institution,session_title,talk_title,presentation_type,rhetorical_signals,cognitive_dissonance,n_vulnerabilities,vulnerability_type,failing_target,mechanistic_blindspot,evidence_strength,n_trial_dilution_risks,n_crispro_opportunities,crispro_top_type,crispro_top_priority,crispro_top_description,data_maturity,sample_size_adequacy,cited_competitors,nct_numbers,companies_to_monitor
cutting-edge-advances-in-hematology::unknown::7,Matteo Brindisi,University of Milan,cutting-edge-advances-in-hematology,MET12L as a novel player in platelet dysfunction in myeloid neoplasms,translational_science,Speaker said: we don't fully understand why some patients escaped | Skipped detailed discussion of potential bleeding risk,,1,primary_resistance,MET12L loss,Impact on megakaryocyte maturation not fully dissected,explicit_admission,0,2,indication_expansion,medium,Explore MET12L as a therapeutic target to mitigate thrombocytosis in MPN patients,preclinical_only,pilot_only,,,
daniel-sw-tan-leveraging-novel-technologies-to-delineate-therapeutic-resistance-::unknown::1,Daniel S.W. Tan,University/Research Institution,leveraging-novel-technologies-to-delineate-therapeutic-resistance-,Leveraging Novel Technologies to Delineate Therapeutic Resistance,translational_science,"Speaker said: even if you hit and inhibit the mutation, sometimes that doesn't always translate to tumor responses | Speaker said: we didn't see any benefit at all in the adjuvant studies with canakinumab despite compelling incidence reduction",,2,insufficient_efficacy,Fourth‑generation EGFR TKI targeting C797S,overlapping resistance mechanisms such as lineage plasticity that are not overcome by on‑target inhibition alone,explicit_admission,1,3,biomarker_stratification_gap,high,"Need for robust primary resistance biomarkers (e.g., lncRNA‑EGFR isoform D, lineage‑plastic signatures) to enrich trials.",mixed,pilot_only,Novartis; Merck; Roche,,Novartis; Merck; Roche; AstraZeneca
decoding-cancers-complex-ecosystem-the-pathology-of-tumor-microenvironment-and-h::unknown::1,Dr. Ken Pienta,Johns Hopkins University,decoding-cancers-complex-ecosystem-the-pathology-of-tumor-microenvironment-and-h,Eco‑evolutionary lens for understanding the tumor microenvironment,translational_science,"Speaker said: ""Cancer is resistant to all known forms of systemic treatment even before it's been exposed to those treatments."" | Speaker said: ""We need to integrate evolutionary principles to improve patient care."" | Speaker said: ""The tumor microenvironment is a primary engine of cancer evolution.""",,1,primary_resistance,"Conventional systemic therapies (chemotherapy, targeted agents)",Ecological inheritance and niche construction accelerating clonal selection are not targeted by current drugs,explicit_admission,0,2,biomarker_stratification_gap,high,AI‑driven analysis of spatial omics and pathology could provide the molecular biomarkers needed to stratify patients within the eco‑evolutionary framework.,preclinical_only,not_applicable,,,
decoding-cancers-complex-ecosystem-the-pathology-of-tumor-microenvironment-and-h::unknown::2,Hoifung Poon,Microsoft Research,decoding-cancers-complex-ecosystem-the-pathology-of-tumor-microenvironment-and-h,"AI‑enabled microscope, crystal ball, and wind tunnel for tumor microenvironment",platform_showcase,"Speaker said: ""AI can potentially equip us with three new capabilities: a microscope, a crystal ball, and a wind tunnel."" | Speaker said: ""We demonstrate that virtual trial simulation can be just as accurate as the gold‑standard KEYNOTE‑10 trial."" | Speaker said: ""Frontier AI is no magic; it is data, algorithm, and compute.""",,0,,,,,0,3,trial_design_improvement,high,Use AI‑generated virtual patient cohorts to refine eligibility criteria and power calculations before launching real trials.,mixed,adequately_powered,Epic; Providence,NCT04282844 (KEYNOTE‑10 reference trial),Microsoft Research; Epic Systems; Providence Health
decoding-tumor-evolution-through-the-human-tumor-atlas-network-an-ecological-and::unknown::1,Hunter Shane,Dana-Farber Cancer Institute,Decoding Tumor Evolution through the Human Tumor Atlas Network,Pre‑cancer to Cancer Evolution in Cutaneous Squamous Cell Carcinoma,clinical_trial_readout,"Speaker said: ""we do not have high‑quality biomarkers to predict who will progress to metastatic disease"" | Speaker said: ""we were somewhat surprised that more often than not, these neoplasms were not phylogenetically related"" | Speaker said: ""we constructed a 23‑gene expression signature that outperformed the AJCC staging system and the EMC model""",,1,insufficient_efficacy,Current prognostic biomarkers for cSCC metastasis,Lack of integration of immune checkpoint activity into risk models despite observed checkpoint ligand up‑regulation in invasive lesions,explicit_admission,0,3,biomarker_stratification_gap,high,Develop a CrisPRO‑driven predictive model that integrates the 23‑gene expression signature with spatial immune checkpoint data to better stratify patients at risk of metastasis.,single_arm_phase2,adequately_powered,,,AstraZeneca (anti‑Notch agents); Merck (PD‑1/PD‑L1 inhibitors for skin cancer)
decoding-tumor-evolution-through-the-human-tumor-atlas-network-an-ecological-and::unknown::2,Li Ding,Washington University in St. Louis,Decoding Tumor Evolution through the Human Tumor Atlas Network,Spatial Atlas of Breast and Prostate Tumor Evolution and Bone Metastasis,translational_science,"Speaker said: ""we observed a significant increase in osteoclast in breast bone metastasis and osteoblast in prostate bone metastasis as expected"" | Speaker said: ""we found two very strong interactions between tumor and osteoclast may contribute to osteoclast activity in the breast bone metastasis"" | Speaker said: ""our study suggests potential new metastatic tumor targets including FGFR2, fascin, and others""","Speaker showed strong FGFR2 expression in breast bone metastasis, then concluded that FGFR2 is a promising target without presenting functional validation data",1,insufficient_efficacy,FGFR2‑targeted therapies in breast bone metastasis,Lack of data on FGFR2 ligand availability and downstream signaling context within the bone microenvironment,implied_by_hedging,1,3,platform_superiority_angle,high,"Leverage CrisPRO’s 3D spatial modeling to predict which ligand‑receptor pairs (e.g., ACKR3‑CXCL12, PDGF‑PDGFR) are most druggable in bone metastasis niches.",mixed,adequately_powered,"FGFR2 inhibitors (e.g., AZD4547)",NCT04212345,Novartis; Roche
decoding-tumor-evolution-through-the-human-tumor-atlas-network-an-ecological-and::unknown::3,Irene Ghobrial,Dana-Farber Cancer Institute,Decoding Tumor Evolution through the Human Tumor Atlas Network,Multiple Myeloma Precancer Atlas: From MGUS to Smoldering to Overt Disease,translational_science,"Speaker said: ""we call it the MM‑like score and it balances MGUS‑like versus myeloma‑like genomic alterations"" | Speaker said: ""the MST score can predict progression and correlates with disease burden but adds predictive power beyond DNA"" | Speaker said: ""we can predict bone‑marrow genomic alterations from a peripheral blood sample with only 10 cells""","Speaker showed that circulating tumor cell capacity is a key transcriptional driver of progression, then concluded that peripheral blood sequencing can replace bone marrow biopsies despite acknowledging limited detection of rare subclones",1,biomarker_failure,Current clinical risk models for MGUS/smoldering myeloma,Models rely solely on tumor burden metrics and ignore transcriptional programs such as circulatory capacity and histone chaperone activity,explicit_admission,1,3,biomarker_stratification_gap,high,"Apply CrisPRO to integrate MM‑like genomic score, MST transcriptional score, and circulating tumor cell metrics into a unified early‑intervention risk model.",mixed,adequately_powered,Daratumumab; Teclistamab,NCT05321012; NCT04576108,Bristol Myers Squibb; GSK
deep-learning-in-digital-pathology-from-morphology-to-multimodal-biomarkers::unknown::1,Gabriele Cambiamalla,Mount Sinai,deep-learning-in-digital-pathology-from-morphology-to-multimodal-biomarkers,Implementation of AI models for pathology,clinical_trial_readout,"Speaker said: ""fewer than 15% of healthcare organizations are at any stage of digital pathology adoption"" | Speaker said: ""there was one FDA approval for AI in pathology in 2021, and maybe three more recently"" | Speaker said: ""the pathologist workforce is aging, worldwide shortage, leading to burnout and delays"" | Speaker said: ""we reduced by about 43% the amount of rapid tests while keeping the same gold standard performance""",,1,insufficient_efficacy,digital pathology AI deployment pipeline,reliance on a single LIS integration causing breakage when the LIS changes,explicit_admission,1,2,biomarker_stratification_gap,high,EGFR mutation prediction from H&E lacks a robust biomarker to replace NGS in low-resource settings,mixed,underpowered,NYU; MSK Impact; FDA,,Mount Sinai; MSK
deep-learning-in-digital-pathology-from-morphology-to-multimodal-biomarkers::unknown::2,Lihua Wang,MD Anderson Cancer Center,deep-learning-in-digital-pathology-from-morphology-to-multimodal-biomarkers,"Integrating AI pathology, spatial multi-omics, and biomarker discovery",translational_science,"Speaker said: ""we generated the same sections, spatial transcriptomics, proteomics, and post H&E images"" | Speaker said: ""we can align modalities at single-cell resolution using distance, cell typing similarity, and topology"" | Speaker said: ""we built 3D molecular maps of human tumors with 2 million cells"" | Speaker said: ""we defined spatial niches of macrophages with distinct immunosuppressive or immune‑active signatures"" | Speaker said: ""we are developing AI models to detect CAF tumor niches directly from H&E images""","Speaker showed high‑resolution 3D spatial maps revealing distinct macrophage niches, then concluded that ""we can translate these insights into biomarkers"" without addressing the current limitation of cytokine detection, which contradicts the earlier admission of limited cytokine capture",1,insufficient_efficacy,current spatial omics platforms,limited cytokine detection sensitivity in spatial transcriptomics/proteomics,explicit_admission,0,2,resistance_mechanism_addressable,high,Identify cytokine‑driven resistance pathways that are missed due to current spatial platform limitations,preclinical_only,pilot_only,Visium HD; NYU,,10x Genomics; NanoString
dharma-master-jiantai-advances-in-lung-cancer-research-session-small-cell-lung-c::unknown::1,Dr. Osar,Dana-Farber Cancer Institute / Harvard Medical School,dharma-master-jiantai-advances-in-lung-cancer-research-session-small-cell-lung-c,Mechanisms of response and resistance to the DLL3 bispecific T‑cell engager tarlatamab in small‑cell lung cancer,clinical_trial_readout,"Speaker said: ""we really need larger numbers"" | Speaker said: ""we don't know at what level that is"" | Speaker said: ""we have one case, so we think it's less frequent where there's isolated DLL3 loss""","Speaker showed that neuroD1 up‑regulation correlates with resistance, then concluded that DLL3 expression alone predicts response – ignoring the neuroD1‑driven escape",1,acquired_resistance,tarlatamab (DLL3‑CD3 bispecific T‑cell engager),Subtype plasticity from ASCL1 to neuroD1 leading to DLL3 down‑regulation,explicit_admission,1,3,biomarker_stratification_gap,high,"Develop a rapid plasma‑based assay (e.g., APEX) to assign ASCL1 vs neuroD1 subtype before tarlatamab initiation",single_arm_phase2,underpowered,Amgen sotorasib,,Amgen; Roche
dharma-master-jiantai-advances-in-lung-cancer-research-session-small-cell-lung-c::unknown::2,Dr. Lauren Byers,MD Anderson Cancer Center,dharma-master-jiantai-advances-in-lung-cancer-research-session-small-cell-lung-c,Surface‑targeting ADCs and emerging therapeutic strategies in small‑cell lung cancer,clinical_trial_readout,"Speaker said: ""the first time I saw this data, it actually gave me goosebumps"" | Speaker said: ""we don't have any data so far on that, but I think it's a good question""","Speaker highlighted high response rates and rapid symptom relief, yet admitted lack of biomarker data and limited OS follow‑up",1,biomarker_failure,CES6 ADC (ABBV‑706),Low SLFN11 expression predicts reduced DNA‑damage response to Top1 payloads,implied_by_hedging,1,3,biomarker_stratification_gap,high,Implement SLFN11 IHC or RNA assay to select patients most likely to benefit from Top1‑payload ADCs,early_phase1,pilot_only,Amgen (tarlatamab); Roche (B7H3 ADCs),,AbbVie; Amgen; Roche
